position,timeFrame,voxelType,fireType,
"(-19.0, 1.0, 13.0)",543.2656,Empty,BlockFire,
"(-19.0, 1.0, 14.0)",543.2656,Empty,BlockFire,
"(-19.0, 1.0, 15.0)",543.2896,Distractor,BlockFire,
"(-19.0, 1.0, 16.0)",543.2656,Empty,BlockFire,
"(-19.0, 2.0, 13.0)",543.2896,Distractor,BlockFire,
"(-19.0, 2.0, 14.0)",543.2656,Empty,BlockFire,
"(-19.0, 2.0, 15.0)",543.2896,Distractor,BlockFire,
"(-19.0, 2.0, 16.0)",543.2656,Empty,BlockFire,
"(-19.0, 3.0, 13.0)",543.2656,Empty,BlockFire,
"(-19.0, 3.0, 14.0)",543.2656,Empty,BlockFire,
"(-19.0, 3.0, 15.0)",543.2896,Distractor,BlockFire,
"(-19.0, 3.0, 16.0)",543.2656,Empty,BlockFire,
"(-19.0, 4.0, 13.0)",543.2656,Empty,BlockFire,
"(-19.0, 4.0, 14.0)",543.2656,Empty,BlockFire,
"(-19.0, 4.0, 15.0)",543.2896,Distractor,BlockFire,
"(-19.0, 4.0, 16.0)",543.2656,Empty,BlockFire,
"(-18.0, 1.0, 13.0)",543.2656,Empty,BlockFire,
"(-18.0, 1.0, 14.0)",543.2656,Empty,BlockFire,
"(-18.0, 1.0, 15.0)",543.2656,Empty,BlockFire,
"(-18.0, 1.0, 16.0)",543.2656,Empty,BlockFire,
"(-18.0, 2.0, 13.0)",543.2896,Distractor,BlockFire,
"(-18.0, 2.0, 14.0)",543.2656,Empty,BlockFire,
"(-18.0, 2.0, 15.0)",543.2656,Empty,BlockFire,
"(-18.0, 2.0, 16.0)",543.2656,Empty,BlockFire,
"(-18.0, 3.0, 13.0)",543.2656,Empty,BlockFire,
"(-18.0, 3.0, 14.0)",543.2656,Empty,BlockFire,
"(-18.0, 3.0, 15.0)",543.2656,Empty,BlockFire,
"(-18.0, 3.0, 16.0)",543.2656,Empty,BlockFire,
"(-18.0, 4.0, 13.0)",543.2656,Empty,BlockFire,
"(-18.0, 4.0, 14.0)",543.2656,Empty,BlockFire,
"(-18.0, 4.0, 15.0)",543.2656,Empty,BlockFire,
"(-18.0, 4.0, 16.0)",543.2656,Empty,BlockFire,
"(-17.0, 1.0, 13.0)",543.2656,Empty,BlockFire,
"(-17.0, 1.0, 14.0)",543.2656,Empty,BlockFire,
"(-17.0, 1.0, 15.0)",543.2656,Empty,BlockFire,
"(-17.0, 1.0, 16.0)",543.2656,Empty,BlockFire,
"(-17.0, 2.0, 13.0)",543.2656,Empty,BlockFire,
"(-17.0, 2.0, 14.0)",543.2656,Empty,BlockFire,
"(-17.0, 2.0, 15.0)",543.2656,Empty,BlockFire,
"(-17.0, 2.0, 16.0)",543.2656,Empty,BlockFire,
"(-17.0, 3.0, 13.0)",543.2656,Empty,BlockFire,
"(-17.0, 3.0, 14.0)",543.2656,Empty,BlockFire,
"(-17.0, 3.0, 15.0)",543.2656,Empty,BlockFire,
"(-17.0, 3.0, 16.0)",543.2656,Empty,BlockFire,
"(-17.0, 4.0, 13.0)",543.2656,Empty,BlockFire,
"(-17.0, 4.0, 14.0)",543.2656,Empty,BlockFire,
"(-17.0, 4.0, 15.0)",543.2656,Empty,BlockFire,
"(-17.0, 4.0, 16.0)",543.2656,Empty,BlockFire,
"(-16.0, 1.0, 13.0)",543.2656,Empty,BlockFire,
"(-16.0, 1.0, 14.0)",543.2656,Empty,BlockFire,
"(-16.0, 1.0, 15.0)",543.2656,Empty,BlockFire,
"(-16.0, 1.0, 16.0)",543.2656,Empty,BlockFire,
"(-16.0, 2.0, 13.0)",543.2656,Empty,BlockFire,
"(-16.0, 2.0, 14.0)",543.2656,Empty,BlockFire,
"(-16.0, 2.0, 15.0)",543.2656,Empty,BlockFire,
"(-16.0, 2.0, 16.0)",543.2656,Empty,BlockFire,
"(-16.0, 3.0, 13.0)",543.2656,Empty,BlockFire,
"(-16.0, 3.0, 14.0)",543.2656,Empty,BlockFire,
"(-16.0, 3.0, 15.0)",543.2656,Empty,BlockFire,
"(-16.0, 3.0, 16.0)",543.2656,Empty,BlockFire,
"(-16.0, 4.0, 13.0)",543.2656,Empty,BlockFire,
"(-16.0, 4.0, 14.0)",543.2656,Empty,BlockFire,
"(-16.0, 4.0, 15.0)",543.2656,Empty,BlockFire,
"(-16.0, 4.0, 16.0)",543.2656,Empty,BlockFire,
"(18.0, 4.0, 3.0)",543.2767,Distractor,None,
"(5.0, 3.0, 5.0)",543.2767,Distractor,None,
"(-2.0, 3.0, 17.0)",543.2767,Distractor,None,
"(-17.0, 4.0, 12.0)",543.2767,Distractor,None,
"(-18.0, 3.0, 0.0)",543.2767,Distractor,None,
"(6.0, 3.0, 9.0)",543.2767,Distractor,None,
"(-6.0, 1.0, 8.0)",543.2767,Distractor,None,
"(7.0, 1.0, 10.0)",543.2767,Distractor,None,
"(7.0, 4.0, 7.0)",543.2767,Distractor,None,
"(6.0, 3.0, 3.0)",543.2767,Distractor,None,
"(-13.0, 2.0, 15.0)",543.2767,Distractor,None,
"(12.0, 1.0, 8.0)",543.2767,Distractor,None,
"(-20.0, 2.0, 6.0)",543.2767,Distractor,None,
"(3.0, 3.0, 11.0)",543.2767,Distractor,None,
"(11.0, 1.0, 19.0)",543.2767,Distractor,None,
"(2.0, 1.0, 6.0)",543.2767,Distractor,None,
