position,timeFrame,voxelType,fireType,
"(0.0, 3.0, 7.0)",174.2802,Distractor,None,
"(-20.0, 1.0, 5.0)",174.2802,Distractor,None,
"(11.0, 3.0, 4.0)",174.2802,Distractor,None,
"(8.0, 2.0, 16.0)",174.2802,Distractor,None,
"(18.0, 4.0, 3.0)",174.2802,Distractor,None,
"(-12.0, 4.0, 4.0)",174.2802,Distractor,None,
"(7.0, 2.0, 14.0)",174.2802,Distractor,None,
"(-19.0, 1.0, 6.0)",174.2802,Distractor,None,
"(-2.0, 3.0, 7.0)",174.2802,Distractor,None,
"(-7.0, 3.0, 3.0)",174.2802,Distractor,None,
"(-5.0, 4.0, 16.0)",174.2802,Distractor,None,
"(10.0, 1.0, 1.0)",174.2802,Distractor,None,
"(-7.0, 1.0, 2.0)",174.2802,Distractor,None,
"(9.0, 2.0, 3.0)",174.2802,Distractor,None,
"(-14.0, 2.0, 2.0)",174.2802,Distractor,None,
"(-18.0, 3.0, 17.0)",174.2802,Distractor,None,
"(3.0, 1.0, 9.0)",174.2802,Distractor,None,
"(-5.0, 4.0, 1.0)",174.2802,Distractor,None,
"(8.0, 4.0, 17.0)",174.2802,Distractor,None,
"(7.0, 3.0, 14.0)",174.2802,Distractor,None,
"(10.0, 2.0, 17.0)",174.2802,Distractor,None,
"(-5.0, 1.0, 1.0)",174.2802,Distractor,None,
"(12.0, 3.0, 14.0)",174.2802,Distractor,None,
"(-20.0, 2.0, 11.0)",174.2802,Distractor,None,
"(-13.0, 2.0, 6.0)",174.2802,Distractor,None,
"(19.0, 3.0, 19.0)",174.2802,Distractor,None,
"(6.0, 2.0, 18.0)",174.2802,Distractor,None,
"(-20.0, 4.0, 7.0)",174.2802,Distractor,None,
"(-19.0, 2.0, 14.0)",174.2802,Distractor,None,
"(9.0, 2.0, 13.0)",174.2802,Distractor,None,
"(10.0, 4.0, 5.0)",174.3013,Target,None,
