position,timeFrame,voxelType,fireType,
"(-12.0, 1.0, 19.0)",998.9626,Distractor,None,
"(3.0, 2.0, 3.0)",998.9626,Distractor,None,
"(5.0, 1.0, 10.0)",998.9626,Distractor,None,
"(-20.0, 2.0, 5.0)",998.9626,Distractor,None,
"(15.0, 4.0, 0.0)",998.9626,Distractor,None,
"(17.0, 2.0, 11.0)",998.9626,Distractor,None,
"(-9.0, 1.0, 11.0)",998.9626,Distractor,None,
"(14.0, 2.0, 7.0)",998.9626,Distractor,None,
"(-4.0, 3.0, 5.0)",998.9626,Distractor,None,
"(11.0, 1.0, 8.0)",998.9626,Distractor,None,
"(-17.0, 3.0, 17.0)",998.9626,Distractor,None,
"(10.0, 4.0, 0.0)",998.9626,Distractor,None,
"(-1.0, 3.0, 5.0)",998.9626,Distractor,None,
"(6.0, 3.0, 9.0)",998.9626,Distractor,None,
"(-14.0, 2.0, 0.0)",998.9626,Distractor,None,
"(1.0, 3.0, 9.0)",998.9626,Distractor,None,
"(3.0, 4.0, 12.0)",998.9626,Distractor,None,
"(5.0, 2.0, 7.0)",998.9626,Distractor,None,
"(14.0, 1.0, 15.0)",998.9626,Distractor,None,
"(19.0, 1.0, 2.0)",998.9626,Distractor,None,
"(-5.0, 3.0, 5.0)",998.9626,Distractor,None,
"(17.0, 2.0, 13.0)",998.9626,Distractor,None,
"(12.0, 2.0, 15.0)",998.9626,Distractor,None,
"(-10.0, 4.0, 0.0)",998.9626,Distractor,None,
"(8.0, 4.0, 15.0)",998.9626,Distractor,None,
"(5.0, 3.0, 9.0)",998.9626,Distractor,None,
"(3.0, 4.0, 3.0)",998.9626,Distractor,None,
"(-3.0, 4.0, 7.0)",998.9626,Distractor,None,
"(12.0, 2.0, 8.0)",998.9626,Distractor,None,
"(-16.0, 4.0, 18.0)",998.9626,Distractor,None,
"(-8.0, 3.0, 8.0)",0,Empty,None,
"(18.0, 1.0, 14.0)",0,Empty,None,
"(-11.0, 4.0, 17.0)",999.0054,Target,None,
