position,timeFrame,voxelType,fireType,
"(-4.0, 2.0, 1.0)",985.381,Distractor,None,
"(12.0, 1.0, 6.0)",985.381,Distractor,None,
"(-16.0, 1.0, 7.0)",985.381,Distractor,None,
"(-6.0, 1.0, 13.0)",985.381,Distractor,None,
"(-19.0, 4.0, 5.0)",985.381,Distractor,None,
"(-14.0, 3.0, 14.0)",985.381,Distractor,None,
"(0.0, 4.0, 19.0)",985.381,Distractor,None,
"(-5.0, 3.0, 14.0)",985.381,Distractor,None,
"(1.0, 1.0, 5.0)",985.381,Distractor,None,
"(-11.0, 2.0, 5.0)",985.381,Distractor,None,
"(2.0, 2.0, 15.0)",985.381,Distractor,None,
"(15.0, 1.0, 9.0)",985.381,Distractor,None,
"(10.0, 1.0, 18.0)",985.381,Distractor,None,
"(13.0, 3.0, 4.0)",985.381,Distractor,None,
"(-20.0, 2.0, 6.0)",985.381,Distractor,None,
"(-3.0, 3.0, 15.0)",985.381,Distractor,None,
"(3.0, 4.0, 9.0)",985.381,Distractor,None,
"(10.0, 4.0, 5.0)",985.381,Distractor,None,
"(1.0, 4.0, 11.0)",985.381,Distractor,None,
"(13.0, 1.0, 9.0)",985.381,Distractor,None,
"(-18.0, 2.0, 11.0)",985.381,Distractor,None,
"(-20.0, 3.0, 16.0)",985.381,Distractor,None,
"(14.0, 3.0, 0.0)",985.381,Distractor,None,
"(13.0, 1.0, 17.0)",985.381,Distractor,None,
"(3.0, 1.0, 16.0)",985.381,Distractor,None,
"(16.0, 4.0, 1.0)",985.381,Distractor,None,
"(-6.0, 3.0, 8.0)",985.381,Distractor,None,
"(10.0, 3.0, 15.0)",985.381,Distractor,None,
"(-8.0, 1.0, 4.0)",985.381,Distractor,None,
"(-18.0, 2.0, 1.0)",985.381,Distractor,None,
"(-12.0, 2.0, 10.0)",985.4042,Target,None,
