position,timeFrame,voxelType,fireType,
"(-5.0, 3.0, 2.0)",98.80566,Empty,TrialFire,
"(-7.0, 1.0, 0.0)",98.80566,Empty,TrialFire,
"(-7.0, 1.0, 1.0)",98.96404,Distractor,TrialFire,
"(-7.0, 1.0, 2.0)",98.80566,Empty,TrialFire,
"(-7.0, 1.0, 3.0)",98.96404,Distractor,TrialFire,
"(-7.0, 2.0, 0.0)",98.80566,Empty,TrialFire,
"(-7.0, 2.0, 1.0)",98.80566,Empty,TrialFire,
"(-7.0, 2.0, 2.0)",98.80566,Empty,TrialFire,
"(-7.0, 2.0, 3.0)",98.80566,Empty,TrialFire,
"(-7.0, 3.0, 0.0)",98.80566,Empty,TrialFire,
"(-7.0, 3.0, 1.0)",98.80566,Empty,TrialFire,
"(-7.0, 3.0, 2.0)",98.80566,Empty,TrialFire,
"(-7.0, 3.0, 3.0)",98.80566,Empty,TrialFire,
"(-7.0, 4.0, 0.0)",98.80566,Empty,TrialFire,
"(-7.0, 4.0, 1.0)",98.80566,Empty,TrialFire,
"(-7.0, 4.0, 2.0)",98.80566,Empty,TrialFire,
"(-7.0, 4.0, 3.0)",98.80566,Empty,TrialFire,
"(-6.0, 1.0, 0.0)",98.80566,Empty,TrialFire,
"(-6.0, 1.0, 1.0)",98.80566,Empty,TrialFire,
"(-6.0, 1.0, 2.0)",98.80566,Empty,TrialFire,
"(-6.0, 1.0, 3.0)",98.80566,Empty,TrialFire,
"(-6.0, 2.0, 0.0)",98.80566,Empty,TrialFire,
"(-6.0, 2.0, 1.0)",98.80566,Empty,TrialFire,
"(-6.0, 2.0, 2.0)",98.80566,Empty,TrialFire,
"(-6.0, 2.0, 3.0)",98.80566,Empty,TrialFire,
"(-6.0, 3.0, 0.0)",98.80566,Empty,TrialFire,
"(-6.0, 3.0, 1.0)",98.80566,Empty,TrialFire,
"(-6.0, 3.0, 2.0)",98.80566,Empty,TrialFire,
"(-6.0, 3.0, 3.0)",98.80566,Empty,TrialFire,
"(-6.0, 4.0, 0.0)",98.80566,Empty,TrialFire,
"(-6.0, 4.0, 1.0)",98.80566,Empty,TrialFire,
"(-6.0, 4.0, 2.0)",98.80566,Empty,TrialFire,
"(-6.0, 4.0, 3.0)",98.80566,Empty,TrialFire,
"(-5.0, 1.0, 0.0)",98.80566,Empty,TrialFire,
"(-5.0, 1.0, 1.0)",98.80566,Empty,TrialFire,
"(-5.0, 1.0, 2.0)",98.80566,Empty,TrialFire,
"(-5.0, 1.0, 3.0)",98.80566,Empty,TrialFire,
"(-5.0, 2.0, 0.0)",98.80566,Empty,TrialFire,
"(-5.0, 2.0, 1.0)",98.80566,Empty,TrialFire,
"(-5.0, 2.0, 2.0)",98.80566,Empty,TrialFire,
"(-5.0, 2.0, 3.0)",98.80566,Empty,TrialFire,
"(-5.0, 3.0, 0.0)",98.80566,Empty,TrialFire,
"(-5.0, 3.0, 1.0)",98.80566,Empty,TrialFire,
"(-5.0, 3.0, 3.0)",98.96404,Distractor,TrialFire,
"(-5.0, 4.0, 0.0)",98.80566,Empty,TrialFire,
"(-5.0, 4.0, 1.0)",98.80566,Empty,TrialFire,
"(-5.0, 4.0, 2.0)",98.80566,Empty,TrialFire,
"(-5.0, 4.0, 3.0)",98.96404,Distractor,TrialFire,
"(-4.0, 1.0, 0.0)",98.80566,Empty,TrialFire,
"(-4.0, 1.0, 1.0)",98.80566,Empty,TrialFire,
"(-4.0, 1.0, 2.0)",98.96404,Distractor,TrialFire,
"(-4.0, 1.0, 3.0)",98.80566,Empty,TrialFire,
"(-4.0, 2.0, 0.0)",98.80566,Empty,TrialFire,
"(-4.0, 2.0, 1.0)",98.80566,Empty,TrialFire,
"(-4.0, 2.0, 2.0)",98.80566,Empty,TrialFire,
"(-4.0, 2.0, 3.0)",98.80566,Empty,TrialFire,
"(-4.0, 3.0, 0.0)",98.80566,Empty,TrialFire,
"(-4.0, 3.0, 1.0)",98.80566,Empty,TrialFire,
"(-4.0, 3.0, 2.0)",98.80566,Empty,TrialFire,
"(-4.0, 3.0, 3.0)",98.80566,Empty,TrialFire,
"(-4.0, 4.0, 0.0)",98.96404,Distractor,TrialFire,
"(-4.0, 4.0, 1.0)",98.80566,Empty,TrialFire,
"(-4.0, 4.0, 2.0)",98.80566,Empty,TrialFire,
"(-4.0, 4.0, 3.0)",98.80566,Empty,TrialFire,
"(-4.0, 1.0, 14.0)",98.94074,Distractor,None,
"(1.0, 2.0, 19.0)",98.94074,Distractor,None,
"(-9.0, 1.0, 14.0)",98.94074,Distractor,None,
"(15.0, 2.0, 13.0)",98.94074,Distractor,None,
"(7.0, 4.0, 19.0)",98.94074,Distractor,None,
"(19.0, 4.0, 3.0)",98.94074,Distractor,None,
"(-6.0, 1.0, 11.0)",98.94074,Distractor,None,
"(15.0, 2.0, 12.0)",98.94074,Distractor,None,
"(14.0, 1.0, 13.0)",98.94074,Distractor,None,
"(19.0, 4.0, 18.0)",98.94074,Distractor,None,
"(14.0, 2.0, 19.0)",98.94074,Distractor,None,
"(18.0, 4.0, 10.0)",98.94074,Distractor,None,
"(-10.0, 2.0, 19.0)",98.94074,Distractor,None,
"(17.0, 2.0, 4.0)",98.94074,Distractor,None,
"(19.0, 3.0, 19.0)",98.94074,Distractor,None,
"(4.0, 3.0, 10.0)",98.94074,Distractor,None,
"(1.0, 4.0, 6.0)",98.94074,Distractor,None,
"(6.0, 2.0, 12.0)",98.94074,Distractor,None,
"(-15.0, 4.0, 19.0)",98.94074,Distractor,None,
"(6.0, 3.0, 5.0)",98.94074,Distractor,None,
"(-15.0, 2.0, 7.0)",98.94074,Distractor,None,
"(10.0, 2.0, 11.0)",98.94074,Distractor,None,
"(-19.0, 4.0, 6.0)",98.94074,Distractor,None,
"(7.0, 3.0, 13.0)",98.94074,Distractor,None,
"(-5.0, 3.0, 12.0)",98.94074,Distractor,None,
"(7.0, 1.0, 18.0)",98.94074,Distractor,None,
"(4.0, 1.0, 14.0)",98.94074,Distractor,None,
"(1.0, 1.0, 6.0)",98.94074,Distractor,None,
"(-20.0, 3.0, 1.0)",98.94074,Distractor,None,
"(-1.0, 2.0, 13.0)",98.94074,Distractor,None,
"(-16.0, 4.0, 17.0)",98.97225,Target,None,
