position,timeFrame,voxelType,fireType,
"(18.0, 3.0, 0.0)",152.319,Empty,TrialFire,
"(16.0, 1.0, 0.0)",152.319,Empty,TrialFire,
"(16.0, 1.0, 1.0)",152.319,Empty,TrialFire,
"(16.0, 2.0, 0.0)",152.4463,Distractor,TrialFire,
"(16.0, 2.0, 1.0)",152.319,Empty,TrialFire,
"(16.0, 3.0, 0.0)",152.319,Empty,TrialFire,
"(16.0, 3.0, 1.0)",152.319,Empty,TrialFire,
"(16.0, 4.0, 0.0)",152.319,Empty,TrialFire,
"(16.0, 4.0, 1.0)",152.319,Empty,TrialFire,
"(17.0, 1.0, 0.0)",152.319,Empty,TrialFire,
"(17.0, 1.0, 1.0)",152.319,Empty,TrialFire,
"(17.0, 2.0, 0.0)",152.319,Empty,TrialFire,
"(17.0, 2.0, 1.0)",152.319,Empty,TrialFire,
"(17.0, 3.0, 0.0)",152.319,Empty,TrialFire,
"(17.0, 3.0, 1.0)",152.4463,Distractor,TrialFire,
"(17.0, 4.0, 0.0)",152.319,Empty,TrialFire,
"(17.0, 4.0, 1.0)",152.319,Empty,TrialFire,
"(18.0, 1.0, 0.0)",152.319,Empty,TrialFire,
"(18.0, 1.0, 1.0)",152.4463,Distractor,TrialFire,
"(18.0, 2.0, 0.0)",152.319,Empty,TrialFire,
"(18.0, 2.0, 1.0)",152.4463,Distractor,TrialFire,
"(18.0, 3.0, 1.0)",152.319,Empty,TrialFire,
"(18.0, 4.0, 0.0)",152.319,Empty,TrialFire,
"(18.0, 4.0, 1.0)",152.4463,Distractor,TrialFire,
"(19.0, 1.0, 0.0)",152.319,Empty,TrialFire,
"(19.0, 1.0, 1.0)",152.319,Empty,TrialFire,
"(19.0, 2.0, 0.0)",152.319,Empty,TrialFire,
"(19.0, 2.0, 1.0)",152.319,Empty,TrialFire,
"(19.0, 3.0, 0.0)",152.4463,Distractor,TrialFire,
"(19.0, 3.0, 1.0)",152.319,Empty,TrialFire,
"(19.0, 4.0, 0.0)",152.319,Empty,TrialFire,
"(19.0, 4.0, 1.0)",152.319,Empty,TrialFire,
"(9.0, 3.0, 11.0)",152.4281,Distractor,None,
"(-14.0, 4.0, 8.0)",152.4281,Distractor,None,
"(-1.0, 2.0, 8.0)",152.4281,Distractor,None,
"(14.0, 4.0, 9.0)",152.4281,Distractor,None,
"(-14.0, 3.0, 12.0)",152.4281,Distractor,None,
"(-9.0, 4.0, 18.0)",152.4281,Distractor,None,
"(-8.0, 3.0, 10.0)",152.4281,Distractor,None,
"(-15.0, 3.0, 2.0)",152.4281,Distractor,None,
"(-4.0, 3.0, 6.0)",152.4281,Distractor,None,
"(-17.0, 2.0, 6.0)",152.4281,Distractor,None,
"(9.0, 1.0, 3.0)",152.4281,Distractor,None,
"(-16.0, 2.0, 12.0)",152.4281,Distractor,None,
"(-18.0, 1.0, 11.0)",152.4281,Distractor,None,
"(-3.0, 3.0, 11.0)",152.4281,Distractor,None,
"(-19.0, 3.0, 8.0)",152.4281,Distractor,None,
"(-4.0, 2.0, 15.0)",152.4281,Distractor,None,
"(1.0, 3.0, 3.0)",152.4281,Distractor,None,
"(3.0, 2.0, 12.0)",152.4281,Distractor,None,
"(14.0, 3.0, 3.0)",152.4281,Distractor,None,
"(-3.0, 4.0, 17.0)",152.4281,Distractor,None,
"(-20.0, 2.0, 6.0)",152.4281,Distractor,None,
"(-19.0, 4.0, 17.0)",152.4281,Distractor,None,
"(5.0, 4.0, 3.0)",152.4281,Distractor,None,
"(-10.0, 1.0, 9.0)",152.4281,Distractor,None,
"(-8.0, 3.0, 1.0)",152.4281,Distractor,None,
"(-12.0, 1.0, 15.0)",152.4281,Distractor,None,
"(-13.0, 4.0, 7.0)",152.4281,Distractor,None,
"(10.0, 1.0, 17.0)",152.4281,Distractor,None,
"(17.0, 2.0, 5.0)",152.4281,Distractor,None,
"(-1.0, 1.0, 10.0)",152.4281,Distractor,None,
"(19.0, 1.0, 10.0)",152.4642,Target,None,
