position,timeFrame,voxelType,fireType,
"(-19.0, 1.0, 13.0)",563.5944,Empty,BlockFire,
"(-19.0, 1.0, 14.0)",563.6181,Distractor,BlockFire,
"(-19.0, 1.0, 15.0)",563.6181,Distractor,BlockFire,
"(-19.0, 1.0, 16.0)",563.5944,Empty,BlockFire,
"(-19.0, 2.0, 13.0)",563.6181,Distractor,BlockFire,
"(-19.0, 2.0, 14.0)",563.5944,Empty,BlockFire,
"(-19.0, 2.0, 15.0)",563.5944,Empty,BlockFire,
"(-19.0, 2.0, 16.0)",563.6181,Distractor,BlockFire,
"(-19.0, 3.0, 13.0)",563.5944,Empty,BlockFire,
"(-19.0, 3.0, 14.0)",563.5944,Empty,BlockFire,
"(-19.0, 3.0, 15.0)",563.5944,Empty,BlockFire,
"(-19.0, 3.0, 16.0)",563.5944,Empty,BlockFire,
"(-19.0, 4.0, 13.0)",563.5944,Empty,BlockFire,
"(-19.0, 4.0, 14.0)",563.5944,Empty,BlockFire,
"(-19.0, 4.0, 15.0)",563.5944,Empty,BlockFire,
"(-19.0, 4.0, 16.0)",563.5944,Empty,BlockFire,
"(-18.0, 1.0, 13.0)",563.5944,Empty,BlockFire,
"(-18.0, 1.0, 14.0)",563.5944,Empty,BlockFire,
"(-18.0, 1.0, 15.0)",563.5944,Empty,BlockFire,
"(-18.0, 1.0, 16.0)",563.5944,Empty,BlockFire,
"(-18.0, 2.0, 13.0)",563.5944,Empty,BlockFire,
"(-18.0, 2.0, 14.0)",563.5944,Empty,BlockFire,
"(-18.0, 2.0, 15.0)",563.5944,Empty,BlockFire,
"(-18.0, 2.0, 16.0)",563.5944,Empty,BlockFire,
"(-18.0, 3.0, 13.0)",563.5944,Empty,BlockFire,
"(-18.0, 3.0, 14.0)",563.5944,Empty,BlockFire,
"(-18.0, 3.0, 15.0)",563.5944,Empty,BlockFire,
"(-18.0, 3.0, 16.0)",563.5944,Empty,BlockFire,
"(-18.0, 4.0, 13.0)",563.5944,Empty,BlockFire,
"(-18.0, 4.0, 14.0)",563.5944,Empty,BlockFire,
"(-18.0, 4.0, 15.0)",563.5944,Empty,BlockFire,
"(-18.0, 4.0, 16.0)",563.5944,Empty,BlockFire,
"(-17.0, 1.0, 13.0)",563.5944,Empty,BlockFire,
"(-17.0, 1.0, 14.0)",563.5944,Empty,BlockFire,
"(-17.0, 1.0, 15.0)",563.5944,Empty,BlockFire,
"(-17.0, 1.0, 16.0)",563.5944,Empty,BlockFire,
"(-17.0, 2.0, 13.0)",563.5944,Empty,BlockFire,
"(-17.0, 2.0, 14.0)",563.6181,Distractor,BlockFire,
"(-17.0, 2.0, 15.0)",563.5944,Empty,BlockFire,
"(-17.0, 2.0, 16.0)",563.5944,Empty,BlockFire,
"(-17.0, 3.0, 13.0)",563.6181,Distractor,BlockFire,
"(-17.0, 3.0, 14.0)",563.5944,Empty,BlockFire,
"(-17.0, 3.0, 15.0)",563.5944,Empty,BlockFire,
"(-17.0, 3.0, 16.0)",563.5944,Empty,BlockFire,
"(-17.0, 4.0, 13.0)",563.5944,Empty,BlockFire,
"(-17.0, 4.0, 14.0)",563.5944,Empty,BlockFire,
"(-17.0, 4.0, 15.0)",563.5944,Empty,BlockFire,
"(-17.0, 4.0, 16.0)",563.5944,Empty,BlockFire,
"(-16.0, 1.0, 13.0)",563.5944,Empty,BlockFire,
"(-16.0, 1.0, 14.0)",563.5944,Empty,BlockFire,
"(-16.0, 1.0, 15.0)",563.5944,Empty,BlockFire,
"(-16.0, 1.0, 16.0)",563.5944,Empty,BlockFire,
"(-16.0, 2.0, 13.0)",563.5944,Empty,BlockFire,
"(-16.0, 2.0, 14.0)",563.5944,Empty,BlockFire,
"(-16.0, 2.0, 15.0)",563.5944,Empty,BlockFire,
"(-16.0, 2.0, 16.0)",563.5944,Empty,BlockFire,
"(-16.0, 3.0, 13.0)",563.5944,Empty,BlockFire,
"(-16.0, 3.0, 14.0)",563.5944,Empty,BlockFire,
"(-16.0, 3.0, 15.0)",563.5944,Empty,BlockFire,
"(-16.0, 3.0, 16.0)",563.5944,Empty,BlockFire,
"(-16.0, 4.0, 13.0)",563.5944,Empty,BlockFire,
"(-16.0, 4.0, 14.0)",563.5944,Empty,BlockFire,
"(-16.0, 4.0, 15.0)",563.5944,Empty,BlockFire,
"(-16.0, 4.0, 16.0)",563.5944,Empty,BlockFire,
"(-8.0, 2.0, 11.0)",563.6057,Distractor,None,
"(18.0, 2.0, 4.0)",563.6057,Distractor,None,
"(-15.0, 4.0, 9.0)",563.6057,Distractor,None,
"(11.0, 3.0, 10.0)",563.6057,Distractor,None,
"(-17.0, 4.0, 3.0)",563.6057,Distractor,None,
"(-10.0, 4.0, 7.0)",563.6057,Distractor,None,
