position,timeFrame,voxelType,fireType,
"(-8.0, 3.0, 12.0)",2081.003,Distractor,None,
"(5.0, 2.0, 7.0)",2081.003,Distractor,None,
"(-5.0, 2.0, 19.0)",2081.003,Distractor,None,
"(12.0, 1.0, 13.0)",2081.003,Distractor,None,
"(-16.0, 3.0, 4.0)",2081.003,Distractor,None,
"(6.0, 4.0, 15.0)",2081.003,Distractor,None,
"(5.0, 3.0, 1.0)",2081.003,Distractor,None,
"(15.0, 1.0, 18.0)",2081.003,Distractor,None,
"(-10.0, 4.0, 4.0)",2081.003,Distractor,None,
"(-20.0, 3.0, 2.0)",2081.003,Distractor,None,
"(0.0, 3.0, 13.0)",2081.003,Distractor,None,
"(-16.0, 3.0, 17.0)",2081.003,Distractor,None,
"(-12.0, 3.0, 0.0)",2081.003,Distractor,None,
"(4.0, 2.0, 7.0)",2081.003,Distractor,None,
"(-10.0, 2.0, 17.0)",2081.003,Distractor,None,
"(15.0, 2.0, 17.0)",2081.003,Distractor,None,
"(-2.0, 1.0, 12.0)",2081.003,Distractor,None,
"(0.0, 4.0, 14.0)",2081.003,Distractor,None,
"(8.0, 1.0, 14.0)",2081.003,Distractor,None,
"(14.0, 2.0, 6.0)",2081.003,Distractor,None,
"(13.0, 4.0, 6.0)",2081.003,Distractor,None,
"(15.0, 2.0, 2.0)",2081.003,Distractor,None,
"(3.0, 1.0, 13.0)",2081.003,Distractor,None,
"(0.0, 2.0, 7.0)",2081.003,Distractor,None,
"(-14.0, 4.0, 6.0)",2081.003,Distractor,None,
"(-12.0, 1.0, 19.0)",2081.003,Distractor,None,
"(0.0, 3.0, 15.0)",2081.003,Distractor,None,
"(16.0, 2.0, 12.0)",2081.003,Distractor,None,
"(-3.0, 2.0, 4.0)",2081.003,Distractor,None,
"(-12.0, 1.0, 5.0)",2081.003,Distractor,None,
"(-4.0, 2.0, 14.0)",2081.003,Distractor,None,
"(6.0, 2.0, 14.0)",2081.003,Distractor,None,
"(17.0, 4.0, 7.0)",2081.003,Distractor,None,
"(5.0, 3.0, 12.0)",2081.003,Distractor,None,
"(-3.0, 2.0, 5.0)",2081.003,Distractor,None,
"(9.0, 1.0, 16.0)",2081.003,Distractor,None,
"(8.0, 3.0, 19.0)",2081.027,Target,None,
