position,timeFrame,voxelType,fireType,
"(-6.0, 3.0, 14.0)",1298.017,Empty,TrialFire,
"(-8.0, 1.0, 12.0)",1298.017,Empty,TrialFire,
"(-8.0, 1.0, 13.0)",1298.017,Empty,TrialFire,
"(-8.0, 1.0, 14.0)",1298.017,Empty,TrialFire,
"(-8.0, 1.0, 15.0)",1298.017,Empty,TrialFire,
"(-8.0, 2.0, 12.0)",1298.017,Empty,TrialFire,
"(-8.0, 2.0, 13.0)",1298.017,Empty,TrialFire,
"(-8.0, 2.0, 14.0)",1298.017,Empty,TrialFire,
"(-8.0, 2.0, 15.0)",1298.153,Distractor,TrialFire,
"(-8.0, 3.0, 12.0)",1298.153,Distractor,TrialFire,
"(-8.0, 3.0, 13.0)",1298.153,Distractor,TrialFire,
"(-8.0, 3.0, 14.0)",1298.017,Empty,TrialFire,
"(-8.0, 3.0, 15.0)",1298.017,Empty,TrialFire,
"(-8.0, 4.0, 12.0)",1298.017,Empty,TrialFire,
"(-8.0, 4.0, 13.0)",1298.017,Empty,TrialFire,
"(-8.0, 4.0, 14.0)",1298.017,Empty,TrialFire,
"(-8.0, 4.0, 15.0)",1298.017,Empty,TrialFire,
"(-7.0, 1.0, 12.0)",1298.017,Empty,TrialFire,
"(-7.0, 1.0, 13.0)",1298.017,Empty,TrialFire,
"(-7.0, 1.0, 14.0)",1298.153,Distractor,TrialFire,
"(-7.0, 1.0, 15.0)",1298.153,Distractor,TrialFire,
"(-7.0, 2.0, 12.0)",1298.017,Empty,TrialFire,
"(-7.0, 2.0, 13.0)",1298.017,Empty,TrialFire,
"(-7.0, 2.0, 14.0)",1298.017,Empty,TrialFire,
"(-7.0, 2.0, 15.0)",1298.017,Empty,TrialFire,
"(-7.0, 3.0, 12.0)",1298.017,Empty,TrialFire,
"(-7.0, 3.0, 13.0)",1298.017,Empty,TrialFire,
"(-7.0, 3.0, 14.0)",1298.017,Empty,TrialFire,
"(-7.0, 3.0, 15.0)",1298.017,Empty,TrialFire,
"(-7.0, 4.0, 12.0)",1298.017,Empty,TrialFire,
"(-7.0, 4.0, 13.0)",1298.017,Empty,TrialFire,
"(-7.0, 4.0, 14.0)",1298.017,Empty,TrialFire,
"(-7.0, 4.0, 15.0)",1298.017,Empty,TrialFire,
"(-6.0, 1.0, 12.0)",1298.017,Empty,TrialFire,
"(-6.0, 1.0, 13.0)",1298.017,Empty,TrialFire,
