trialNumberGlobal,trialNumberBlock,blockNumber,timeExperiment,timeBlock,reactionTime,blockType,fireType,targetType,numDistractors,numDistractorsSing,blockFirePosition,targetPosition,trialFirePosition,
308,308,0,912.2941,853.2299,1.944625,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(17.0, 1.0, 8.0)","(0.0, 0.0, 0.0)",
309,309,0,916.0582,856.9941,1.283286,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-6.0, 4.0, 4.0)","(0.0, 0.0, 0.0)",
310,310,0,918.7177,859.6535,0.30189,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-19.0, 1.0, 9.0)","(0.0, 0.0, 0.0)",
311,311,0,921.201,862.1368,0.30189,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-7.0, 4.0, 5.0)","(-8.0, 1.0, 15.0)",
312,312,0,923.9447,864.8806,0.6481926,BlockFire,block,Fire,30,6,"(-17.0, 2.0, 15.0)","(-19.0, 4.0, 15.0)","(0.0, 0.0, 0.0)",
313,313,0,925.9672,866.903,0.6481926,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(1.0, 2.0, 10.0)","(0.0, 0.0, 0.0)",
314,314,0,928.871,869.8069,0.5373426,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-12.0, 3.0, 7.0)","(-10.0, 4.0, 15.0)",
315,315,0,930.8691,871.805,0.5373426,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(3.0, 1.0, 10.0)","(0.0, 0.0, 0.0)",
316,316,0,933.8859,874.8217,2.548441,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-15.0, 4.0, 13.0)","(0.0, 0.0, 0.0)",
317,317,0,936.8237,877.7595,1.217401,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(19.0, 3.0, 16.0)","(-20.0, 1.0, 12.0)",
318,318,0,939.7173,880.6531,0.4926518,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-17.0, 3.0, 0.0)","(0.0, 0.0, 0.0)",
319,319,0,941.7491,882.6849,0.4926518,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-1.0, 3.0, 15.0)","(0.0, 0.0, 0.0)",
320,320,0,944.6538,885.5897,0.8981708,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-20.0, 2.0, 8.0)","(0.0, 0.0, 0.0)",
321,321,0,946.8755,887.8113,0.8981708,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-9.0, 1.0, 11.0)","(0.0, 0.0, 0.0)",
322,322,0,949.501,890.4368,0.4032291,BlockFire,block,Fire,30,6,"(-17.0, 2.0, 15.0)","(-16.0, 3.0, 15.0)","(0.0, 0.0, 0.0)",
323,323,0,951.5786,892.5144,0.4032291,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-2.0, 2.0, 15.0)","(0.0, 0.0, 0.0)",
324,324,0,954.3595,895.2953,0.4248184,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-20.0, 2.0, 3.0)","(0.0, 0.0, 0.0)",
325,325,0,958.1901,899.1259,1.373561,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(9.0, 4.0, 0.0)","(0.0, 0.0, 0.0)",
326,326,0,960.3568,901.2927,0.4239779,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(8.0, 3.0, 19.0)","(0.0, 0.0, 0.0)",
327,327,0,964.0098,904.9456,1.653177,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(4.0, 4.0, 1.0)","(0.0, 0.0, 0.0)",
328,328,0,966.4901,907.426,0.7040932,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-12.0, 2.0, 10.0)","(0.0, 0.0, 0.0)",
329,329,0,969.1713,910.1071,0.6588414,BlockFire,block,Fire,30,6,"(-17.0, 2.0, 15.0)","(-19.0, 2.0, 16.0)","(0.0, 0.0, 0.0)",
330,330,0,971.3363,912.2722,0.6588414,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-4.0, 4.0, 5.0)","(0.0, 0.0, 0.0)",
331,331,0,974.7953,915.7311,1.998951,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(7.0, 3.0, 2.0)","(0.0, 0.0, 0.0)",
332,332,0,977.738,918.6739,0.4579353,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-18.0, 3.0, 11.0)","(0.0, 0.0, 0.0)",
333,333,0,980.1841,921.1199,0.7747415,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-11.0, 4.0, 17.0)","(0.0, 0.0, 0.0)",
334,334,0,981.9037,922.8396,0.7747415,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(11.0, 2.0, 10.0)","(0.0, 0.0, 0.0)",
335,335,0,983.8143,924.7501,0.7409998,BlockFire,none,Fire,30,6,"(-17.0, 2.0, 15.0)","(4.0, 1.0, 7.0)","(0.0, 0.0, 0.0)",
336,336,0,985.2227,926.1585,0.7409998,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(2.0, 2.0, 11.0)","(0.0, 0.0, 0.0)",
337,337,0,988.1488,929.0847,2.368449,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-11.0, 2.0, 0.0)","(0.0, 0.0, 0.0)",
338,338,0,989.8577,930.7936,0.5587984,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-6.0, 3.0, 9.0)","(0.0, 0.0, 0.0)",
339,339,0,992.8288,933.7646,1.843068,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(5.0, 3.0, 1.0)","(0.0, 0.0, 0.0)",
340,340,0,994.675,935.6108,1.843068,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(11.0, 1.0, 8.0)","(0.0, 0.0, 0.0)",
341,341,0,997.6309,938.5667,2.390792,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-20.0, 3.0, 7.0)","(0.0, 0.0, 0.0)",
342,342,0,1000.771,941.7064,1.866158,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-19.0, 3.0, 0.0)","(0.0, 0.0, 0.0)",
343,343,0,1002.42,943.3556,1.866158,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-1.0, 3.0, 9.0)","(0.0, 0.0, 0.0)",
344,344,0,1006.045,946.9809,3.501228,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(19.0, 3.0, 6.0)","(0.0, 0.0, 0.0)",
345,345,0,1009.327,950.2628,1.374216,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-16.0, 4.0, 0.0)","(0.0, 0.0, 0.0)",
346,346,0,1011.281,952.2164,1.374216,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-1.0, 3.0, 4.0)","(0.0, 0.0, 0.0)",
347,347,0,1013.907,954.8427,0.3102549,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-18.0, 3.0, 17.0)","(0.0, 0.0, 0.0)",
348,348,0,1016.453,957.3885,0.05700613,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-14.0, 3.0, 7.0)","(0.0, 0.0, 0.0)",
349,349,0,1020.219,961.1544,1.285515,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-15.0, 4.0, 0.0)","(0.0, 0.0, 0.0)",
350,350,0,1023.322,964.2581,1.362595,BlockFire,none,Fire,30,6,"(-17.0, 2.0, 15.0)","(-7.0, 1.0, 4.0)","(0.0, 0.0, 0.0)",
351,351,0,1026.804,967.7393,1.695921,BlockFire,trial,Fire,30,6,"(-17.0, 2.0, 15.0)","(-15.0, 1.0, 0.0)","(-16.0, 1.0, 1.0)",
352,352,0,1029.042,969.977,0.6486782,BlockFire,none,Fire,30,6,"(-17.0, 2.0, 15.0)","(-11.0, 2.0, 14.0)","(0.0, 0.0, 0.0)",
353,353,0,1030.732,971.6656,0.6486782,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-4.0, 1.0, 15.0)","(0.0, 0.0, 0.0)",
354,354,0,1032.729,973.6623,0.4693828,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-1.0, 1.0, 7.0)","(0.0, 0.0, 0.0)",
355,355,0,1034.325,975.2583,0.4693828,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(5.0, 2.0, 10.0)","(0.0, 0.0, 0.0)",
356,356,0,1036.358,977.2914,0.5134425,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(4.0, 2.0, 15.0)","(0.0, 0.0, 0.0)",
357,357,0,1038.168,979.1016,0.5134425,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-14.0, 4.0, 17.0)","(0.0, 0.0, 0.0)",
358,358,0,1040.557,981.4915,0.8949525,BlockFire,none,Fire,30,6,"(-17.0, 2.0, 15.0)","(11.0, 1.0, 19.0)","(0.0, 0.0, 0.0)",
359,359,0,1043.496,984.4296,1.105588,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(16.0, 3.0, 7.0)","(0.0, 0.0, 0.0)",
360,360,0,1045.909,986.8423,1.105588,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(4.0, 4.0, 15.0)","(0.0, 0.0, 0.0)",
361,361,0,1048.177,989.1094,2.212753,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-3.0, 3.0, 12.0)","(-19.0, 4.0, 9.0)",
362,362,0,1050.768,991.7008,0.5148539,BlockFire,block,Fire,30,6,"(-17.0, 2.0, 15.0)","(-18.0, 4.0, 15.0)","(0.0, 0.0, 0.0)",
363,363,0,1053.538,994.471,0.5148539,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-18.0, 1.0, 8.0)","(-8.0, 2.0, 7.0)",
364,364,0,1055.627,996.5588,1.850987,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-2.0, 4.0, 15.0)","(0.0, 0.0, 0.0)",
365,365,0,1057.722,998.6544,1.709016,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(1.0, 4.0, 19.0)","(0.0, 0.0, 0.0)",
366,366,0,1060.305,1001.238,0.1563311,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-12.0, 2.0, 16.0)","(0.0, 0.0, 0.0)",
367,367,0,1062.953,1003.886,0.8171243,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(12.0, 2.0, 15.0)","(0.0, 0.0, 0.0)",
368,368,0,1064.928,1005.862,0.1106047,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(14.0, 3.0, 2.0)","(0.0, 0.0, 0.0)",
369,369,0,1068.961,1009.894,1.523478,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(13.0, 4.0, 1.0)","(0.0, 0.0, 0.0)",
370,370,0,1071.419,1012.352,1.523478,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(16.0, 1.0, 11.0)","(0.0, 0.0, 0.0)",
371,371,0,1074.03,1014.962,0.2257815,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(18.0, 1.0, 19.0)","(0.0, 0.0, 0.0)",
372,372,0,1076.536,1017.469,0.03324403,BlockFire,block,Fire,30,6,"(-17.0, 2.0, 15.0)","(-18.0, 3.0, 13.0)","(0.0, 0.0, 0.0)",
373,373,0,1080.682,1021.613,1.676826,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-18.0, 1.0, 3.0)","(0.0, 0.0, 0.0)",
374,374,0,1086.222,1027.153,2.937957,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(8.0, 2.0, 17.0)","(6.0, 3.0, 17.0)",
375,375,0,1090.144,1031.075,1.351158,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-15.0, 1.0, 10.0)","(0.0, 0.0, 0.0)",
376,376,0,1094.12,1035.051,1.597087,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(9.0, 1.0, 0.0)","(0.0, 0.0, 0.0)",
377,377,0,1096.487,1037.418,1.597087,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(5.0, 3.0, 7.0)","(17.0, 1.0, 18.0)",
378,378,0,1098.743,1039.674,1.029397,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-10.0, 3.0, 12.0)","(0.0, 0.0, 0.0)",
379,379,0,1100.352,1041.284,1.029397,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-3.0, 1.0, 10.0)","(0.0, 0.0, 0.0)",
380,380,0,1103.937,1044.868,1.810586,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(13.0, 3.0, 6.0)","(0.0, 0.0, 0.0)",
381,381,0,1106.672,1047.603,0.1991752,BlockFire,trial,Fire,30,6,"(-17.0, 2.0, 15.0)","(-4.0, 3.0, 4.0)","(-2.0, 4.0, 4.0)",
382,382,0,1110.795,1051.727,1.653695,BlockFire,block,Fire,30,6,"(-17.0, 2.0, 15.0)","(-16.0, 4.0, 16.0)","(0.0, 0.0, 0.0)",
383,383,0,1113.309,1054.24,1.653695,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-5.0, 3.0, 18.0)","(0.0, 0.0, 0.0)",
384,384,0,1116.803,1057.734,3.552238,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(8.0, 2.0, 2.0)","(0.0, 0.0, 0.0)",
385,385,0,1118.513,1059.444,3.552238,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-4.0, 2.0, 16.0)","(0.0, 0.0, 0.0)",
386,386,0,1121.271,1062.202,0.4470609,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-10.0, 2.0, 9.0)","(0.0, 0.0, 0.0)",
387,387,0,1124.142,1065.073,0.4470609,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(18.0, 2.0, 19.0)","(-5.0, 4.0, 4.0)",
388,388,0,1126.766,1067.697,0.2679291,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(19.0, 2.0, 15.0)","(0.0, 0.0, 0.0)",
389,389,0,1128.8,1069.731,0.2679291,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(2.0, 3.0, 19.0)","(0.0, 0.0, 0.0)",
390,390,0,1132.218,1073.149,1.728215,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(14.0, 4.0, 4.0)","(18.0, 4.0, 14.0)",
391,391,0,1134.474,1075.405,1.728215,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-6.0, 1.0, 18.0)","(0.0, 0.0, 0.0)",
392,392,0,1136.54,1077.471,1.809633,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-3.0, 3.0, 15.0)","(0.0, 0.0, 0.0)",
393,393,0,1139.576,1080.507,0.9395016,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-8.0, 4.0, 4.0)","(0.0, 0.0, 0.0)",
394,394,0,1141.981,1082.912,0.9395016,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(9.0, 3.0, 10.0)","(11.0, 2.0, 8.0)",
395,395,0,1144.363,1085.294,2.162714,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(7.0, 4.0, 12.0)","(-18.0, 3.0, 2.0)",
396,396,0,1147.173,1088.104,0.2001565,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(11.0, 2.0, 8.0)","(0.0, 0.0, 0.0)",
397,397,0,1150.089,1091.02,1.161515,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-18.0, 2.0, 18.0)","(0.0, 0.0, 0.0)",
398,398,0,1153.082,1094.013,1.082571,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-7.0, 2.0, 2.0)","(0.0, 0.0, 0.0)",
399,399,0,1156.69,1097.621,1.127716,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(7.0, 4.0, 2.0)","(-4.0, 1.0, 2.0)",
400,400,0,1158.655,1099.586,0.3129885,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-4.0, 1.0, 13.0)","(0.0, 0.0, 0.0)",
401,401,0,1160.599,1101.53,0.3129885,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-10.0, 3.0, 7.0)","(0.0, 0.0, 0.0)",
402,402,0,1162.598,1103.53,1.985804,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(0.0, 2.0, 8.0)","(0.0, 0.0, 0.0)",
403,403,0,1164.971,1105.902,1.89366,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(4.0, 3.0, 10.0)","(-2.0, 1.0, 7.0)",
404,404,0,1167.589,1108.521,0.3123716,BlockFire,block,Fire,30,6,"(-17.0, 2.0, 15.0)","(-16.0, 3.0, 15.0)","(0.0, 0.0, 0.0)",
405,405,0,1169.754,1110.686,0.3123716,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(4.0, 3.0, 3.0)","(0.0, 0.0, 0.0)",
406,406,0,1172.579,1113.511,0.7670196,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(16.0, 1.0, 7.0)","(0.0, 0.0, 0.0)",
407,407,0,1176.203,1117.134,0.9270172,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-20.0, 2.0, 6.0)","(0.0, 0.0, 0.0)",
408,408,0,1178.782,1119.714,0.08837957,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-3.0, 1.0, 16.0)","(0.0, 0.0, 0.0)",
409,409,0,1181.052,1121.983,0.08837957,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(8.0, 1.0, 14.0)","(0.0, 0.0, 0.0)",
410,410,0,1185.118,1126.05,3.107284,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(15.0, 3.0, 6.0)","(0.0, 0.0, 0.0)",
411,411,0,1187.708,1128.639,0.2122975,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(8.0, 3.0, 2.0)","(0.0, 0.0, 0.0)",
412,412,0,1190.275,1131.206,0.2327349,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(7.0, 4.0, 2.0)","(0.0, 0.0, 0.0)",
413,413,0,1192.521,1133.452,0.2327349,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-6.0, 3.0, 11.0)","(0.0, 0.0, 0.0)",
414,414,0,1194.8,1135.731,2.177517,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(14.0, 1.0, 18.0)","(0.0, 0.0, 0.0)",
415,415,0,1197.079,1138.01,2.104815,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-2.0, 2.0, 10.0)","(0.0, 0.0, 0.0)",
416,416,0,1199.671,1140.602,2.189032,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(4.0, 3.0, 9.0)","(-16.0, 4.0, 14.0)",
417,417,0,1202.156,1143.087,2.407091,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-1.0, 4.0, 3.0)","(-10.0, 2.0, 18.0)",
418,418,0,1205.12,1146.051,0.9530933,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-19.0, 4.0, 7.0)","(0.0, 0.0, 0.0)",
419,419,0,1207.032,1147.964,0.9530933,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(1.0, 3.0, 13.0)","(0.0, 0.0, 0.0)",
420,420,0,1209.456,1150.387,1.631389,BlockFire,none,Fire,30,6,"(-17.0, 2.0, 15.0)","(-7.0, 2.0, 1.0)","(0.0, 0.0, 0.0)",
421,421,0,1212.822,1153.753,1.386248,BlockFire,block,Fire,30,6,"(-17.0, 2.0, 15.0)","(-17.0, 3.0, 15.0)","(0.0, 0.0, 0.0)",
422,422,0,1215.589,1156.52,0.1566157,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(1.0, 3.0, 15.0)","(0.0, 0.0, 0.0)",
423,423,0,1218.738,1159.67,0.4132236,BlockFire,trial,Fire,30,6,"(-17.0, 2.0, 15.0)","(-18.0, 3.0, 13.0)","(-17.0, 1.0, 12.0)",
424,424,0,1220.928,1161.859,0.4153575,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(5.0, 1.0, 6.0)","(0.0, 0.0, 0.0)",
425,425,0,1224.02,1164.951,1.04906,BlockFire,block,Fire,30,6,"(-17.0, 2.0, 15.0)","(-18.0, 2.0, 13.0)","(0.0, 0.0, 0.0)",
426,426,0,1227.996,1168.927,1.44232,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-17.0, 4.0, 8.0)","(0.0, 0.0, 0.0)",
427,427,0,1230.61,1171.541,0.2135034,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(19.0, 2.0, 15.0)","(0.0, 0.0, 0.0)",
428,428,0,1233.391,1174.322,0.1339943,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-11.0, 1.0, 13.0)","(10.0, 2.0, 13.0)",
429,429,0,1235.536,1176.467,0.1339943,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-6.0, 3.0, 19.0)","(0.0, 0.0, 0.0)",
430,430,0,1238.206,1179.137,0.3803052,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-10.0, 1.0, 5.0)","(0.0, 0.0, 0.0)",
431,431,0,1241.423,1182.354,0.7141469,BlockFire,block,Fire,30,6,"(-17.0, 2.0, 15.0)","(-17.0, 4.0, 14.0)","(0.0, 0.0, 0.0)",
432,432,0,1244.843,1185.774,1.151094,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(17.0, 3.0, 8.0)","(0.0, 0.0, 0.0)",
433,433,0,1247.521,1188.453,0.8827533,BlockFire,none,Fire,30,6,"(-17.0, 2.0, 15.0)","(-13.0, 4.0, 19.0)","(0.0, 0.0, 0.0)",
434,434,0,1249.531,1190.462,0.02303484,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-20.0, 4.0, 19.0)","(0.0, 0.0, 0.0)",
435,435,0,1253.095,1194.026,1.128324,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(16.0, 4.0, 4.0)","(19.0, 3.0, 5.0)",
436,436,0,1255.005,1195.937,1.128324,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-4.0, 1.0, 11.0)","(0.0, 0.0, 0.0)",
437,437,0,1257.539,1198.47,0.4447972,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-4.0, 2.0, 0.0)","(0.0, 0.0, 0.0)",
438,438,0,1260.991,1201.922,1.709862,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(5.0, 3.0, 2.0)","(0.0, 0.0, 0.0)",
439,439,0,1262.733,1203.664,1.709862,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(11.0, 1.0, 12.0)","(0.0, 0.0, 0.0)",
440,440,0,1267.749,1208.68,3.955897,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(15.0, 4.0, 8.0)","(0.0, 0.0, 0.0)",
441,441,0,1270.72,1211.651,1.151303,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-9.0, 2.0, 10.0)","(0.0, 0.0, 0.0)",
442,442,0,1272.653,1213.585,0.05574763,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(13.0, 1.0, 10.0)","(0.0, 0.0, 0.0)",
443,443,0,1275.434,1216.365,0.9161317,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(11.0, 3.0, 7.0)","(0.0, 0.0, 0.0)",
444,444,0,1277.042,1217.973,0.4152947,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(5.0, 1.0, 4.0)","(0.0, 0.0, 0.0)",
445,445,0,1278.942,1219.873,0.4152947,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(5.0, 1.0, 7.0)","(-6.0, 3.0, 14.0)",
446,446,0,1283.698,1224.63,4.175933,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(19.0, 3.0, 2.0)","(0.0, 0.0, 0.0)",
447,447,0,1294.196,1235.128,0.0427481,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-4.0, 3.0, 13.0)","(0.0, 0.0, 0.0)",
448,448,0,1296.879,1237.81,0.8600773,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-11.0, 3.0, 3.0)","(0.0, 0.0, 0.0)",
449,449,0,1298.344,1239.275,0.2609224,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-1.0, 1.0, 17.0)","(0.0, 0.0, 0.0)",
450,450,0,1300.033,1240.964,0.2609224,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-12.0, 3.0, 19.0)","(-10.0, 2.0, 11.0)",
451,451,0,1302.777,1243.708,0.1801853,BlockFire,trial,Fire,30,6,"(-17.0, 2.0, 15.0)","(-6.0, 1.0, 16.0)","(-4.0, 4.0, 17.0)",
452,452,0,1304.798,1245.73,0.1801853,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(7.0, 1.0, 18.0)","(0.0, 0.0, 0.0)",
453,453,0,1307.199,1248.13,0.0900054,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(7.0, 4.0, 4.0)","(0.0, 0.0, 0.0)",
454,454,0,1309.792,1250.723,0.8379862,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-6.0, 1.0, 18.0)","(0.0, 0.0, 0.0)",
455,455,0,1311.882,1252.813,0.2345329,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-12.0, 2.0, 7.0)","(0.0, 0.0, 0.0)",
456,456,0,1314.18,1255.111,0.2345329,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-8.0, 3.0, 9.0)","(0.0, 0.0, 0.0)",
457,457,0,1316.653,1257.584,2.2829,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(5.0, 2.0, 7.0)","(0.0, 0.0, 0.0)",
458,458,0,1318.729,1259.66,2.034165,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-3.0, 2.0, 18.0)","(0.0, 0.0, 0.0)",
459,459,0,1321.51,1262.441,0.6038854,BlockFire,block,Fire,30,6,"(-17.0, 2.0, 15.0)","(-19.0, 2.0, 16.0)","(0.0, 0.0, 0.0)",
460,460,0,1323.936,1264.867,0.6038854,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-15.0, 1.0, 19.0)","(0.0, 0.0, 0.0)",
461,461,0,1326.078,1267.009,2.055715,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(5.0, 2.0, 13.0)","(0.0, 0.0, 0.0)",
